termo,frequencia,musicas
vive,6,"Amor de Perdição, Até Amanhã, Como Nossos Pais, Coração Selvagem, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, Espacial, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Nada Como Viver, Não Leve Flores, No Maior Jazz, Objeto Direto, Os Derradeiros Moicanos, Os Profissionais, Recitanda, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Tudo Outra Vez, Ypê"
reta,1,"Apenas Um Rapaz Latino Americano, Beijo Molhado, Bel Prazer, Objeto Direto"
sentença,1,Objeto Direto
concreta,1,Objeto Direto
infinito,2,"Objeto Direto, Paralelas"
direto,1,Objeto Direto
reto,1,"Alucinação, Apenas Um Rapaz Latino Americano, Arte Final, Como Se Fosse Pecado, E Que Tudo Mais Vá Para o Céu, Meu Cordial Brasileiro, Objeto Direto, Onde Jazz Meu Coração?, Os Derradeiros Moicanos"
repleto,1,Objeto Direto
completo,1,Objeto Direto
infinitamente,1,Objeto Direto
cristal,1,Ondas Tropicais
paisagem,1,Ondas Tropicais
bolero,2,"Ondas Tropicais, Seixo Rolado"
cafona,1,Ondas Tropicais
valsa,1,Ondas Tropicais
bombom,2,"Ondas Tropicais, Tambor Tantã"
provínciahollywood,1,
farsante,1,"Baihuno, Ondas Tropicais"
piscava,1,Ondas Tropicais
olho-,1,Ondas Tropicais
princesa,3,"Ondas Tropicais, Princesa do Meu Lugar"
elefante,1,Ondas Tropicais
identificado,1,Ondas Tropicais
feixe,1,Ondas Tropicais
via,2,"Caso Comum de Trânsito, Coração Selvagem, Galos, Noites e Quintais, Lamento do Marginal Bem Sucedido, Num País Feliz, Ondas Tropicais, Paralelas, Pequeno Perfil de Um Cidadão Comum, Rock Romance de Um Robô Goliardo"
lacta,1,Ondas Tropicais
escada,1,"Do Mar, do Céu, do Campo, Ondas Tropicais"
barata,2,"Ondas Tropicais, Rock Romance de Um Robô Goliardo"
subia,1,Ondas Tropicais
capital,1,Ondas Tropicais
mondrians,1,Ondas Tropicais
boggie-,1,Ondas Tropicais
booggie,1,Ondas Tropicais
mulato,2,Ondas Tropicais
inzoneiro,2,Ondas Tropicais
volpi,1,Ondas Tropicais
televisor,1,Ondas Tropicais
ligado,1,Ondas Tropicais
videotexto,1,Ondas Tropicais
grafitado,1,Ondas Tropicais
tamborim,3,Onde Jazz Meu Coração?
ganzá,3,Onde Jazz Meu Coração?
forme,3,Onde Jazz Meu Coração?
porvir,3,Onde Jazz Meu Coração?
sul-américa,3,Onde Jazz Meu Coração?
nashville,1,Onde Jazz Meu Coração?
baião,1,Onde Jazz Meu Coração?
orleans,1,Onde Jazz Meu Coração?
bandos,1,Onde Jazz Meu Coração?
afins,1,Onde Jazz Meu Coração?
tocam,1,Onde Jazz Meu Coração?
bandas,1,Onde Jazz Meu Coração?
banjos,1,Onde Jazz Meu Coração?
bandolins,1,Onde Jazz Meu Coração?
cresce,1,"Dandy, Onde Jazz Meu Coração?"
renovo,1,Onde Jazz Meu Coração?
pio,2,"Apenas Um Rapaz Latino Americano, Balada de Madame Frigidaire, E Que Tudo Mais Vá Para o Céu, Onde Jazz Meu Coração?"
piar,1,"Onde Jazz Meu Coração?, Paraíso"
rara,1,"Jornal Blues (Canção Leve de Escárnio e Maldizer), Onde Jazz Meu Coração?, Viva La Dolcezza"
taquara,1,Onde Jazz Meu Coração?
rachada,1,Onde Jazz Meu Coração?
direitinha,1,Onde Jazz Meu Coração?
garganta,1,Onde Jazz Meu Coração?
desbocada,1,Onde Jazz Meu Coração?
mastigando,1,Onde Jazz Meu Coração?
inham,2,Onde Jazz Meu Coração?
cheinha,1,Onde Jazz Meu Coração?
nhem-nhem-nhem,1,Onde Jazz Meu Coração?
pobres,3,"Os Derradeiros Moicanos, Ploft, Rock Romance de Um Robô Goliardo"
diabos,1,Os Derradeiros Moicanos
sul-americanos,1,Os Derradeiros Moicanos
derradeiros,1,Os Derradeiros Moicanos
moicanos,1,Os Derradeiros Moicanos
perís,1,Os Derradeiros Moicanos
cecis,1,Os Derradeiros Moicanos
guaranis,1,Os Derradeiros Moicanos
glamour,1,Os Derradeiros Moicanos
índios,5,"Os Derradeiros Moicanos, Ploft, Quinhentos Anos de Quê?, Rock Romance de Um Robô Goliardo, S.A."
chateubriand,1,Os Derradeiros Moicanos
tambores,1,Os Derradeiros Moicanos
quantos,1,Os Derradeiros Moicanos
radares,1,Os Derradeiros Moicanos
antenas,1,Os Derradeiros Moicanos
tantã,2,"Os Derradeiros Moicanos, Tambor Tantã"
palmeiras,1,Os Derradeiros Moicanos
batidas,1,Os Derradeiros Moicanos
macacos,1,Os Derradeiros Moicanos
geniais,1,Os Derradeiros Moicanos
carnaval,1,Os Derradeiros Moicanos
salvação,1,Os Derradeiros Moicanos
luís,1,Os Derradeiros Moicanos
infeliz,1,"Jornal Blues (Canção Leve de Escárnio e Maldizer), Os Derradeiros Moicanos"
aprende,1,Os Derradeiros Moicanos
francês,2,"Os Derradeiros Moicanos, Tudo Outra Vez"
original,1,Os Derradeiros Moicanos
nesses,3,Os Derradeiros Moicanos
brasis,3,Os Derradeiros Moicanos
paris,4,"Os Derradeiros Moicanos, Senhoras do Amazonas"
henri,1,Os Derradeiros Moicanos
salvador,2,"Os Derradeiros Moicanos, Pequeno Mapa do Tempo"
martinique,1,Os Derradeiros Moicanos
dans,6,Os Derradeiros Moicanos
l'esprit,3,Os Derradeiros Moicanos
danse,4,Os Derradeiros Moicanos
une,3,"Os Derradeiros Moicanos, Os Profissionais"
chance,3,Os Derradeiros Moicanos
france,3,Os Derradeiros Moicanos
antarctique,3,Os Derradeiros Moicanos
brancos,2,Os Derradeiros Moicanos
masques,1,Os Derradeiros Moicanos
cubistes,1,Os Derradeiros Moicanos
africaines,1,Os Derradeiros Moicanos
decor,1,"Os Derradeiros Moicanos, Paraíso"
americanamente,1,"Meu Cordial Brasileiro, Os Derradeiros Moicanos"
bicor,1,Os Derradeiros Moicanos
barrocos,1,Os Derradeiros Moicanos
baianos,1,Os Derradeiros Moicanos
terno,1,"Baihuno, Balada de Madame Frigidaire, Divina Comédia Humana, Extra Cool, Os Derradeiros Moicanos"
palhinha,1,Os Derradeiros Moicanos
belos,1,"Aguapé, Os Derradeiros Moicanos"
dorival,1,Os Derradeiros Moicanos
viverá,1,Os Derradeiros Moicanos
les,3,"Arte Final, Baihuno, Balada de Madame Frigidaire, Brincando Com a Vida, Caso Comum de Trânsito, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Dandy, E Que Tudo Mais Vá Para o Céu, Extra Cool, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, Lamento do Marginal Bem Sucedido, Medo de Avião, Meu Cordial Brasileiro, Os Derradeiros Moicanos, Populus, Quinhentos Anos de Quê?, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido"
tristes,3,"Os Derradeiros Moicanos, Retórica Sentimental"
tropiques,1,Os Derradeiros Moicanos
beaux,1,Os Derradeiros Moicanos
pays,1,Os Derradeiros Moicanos
bás,1,Os Derradeiros Moicanos
maracatu,1,Os Derradeiros Moicanos
atomique,1,Os Derradeiros Moicanos
alavantú,1,Os Derradeiros Moicanos
gangue,2,"Os Derradeiros Moicanos, Se Você Tivesse Aparecido"
quadrilha,1,Os Derradeiros Moicanos
arrière,1,Os Derradeiros Moicanos
sonhamos,1,Os Derradeiros Moicanos
campos,1,Os Derradeiros Moicanos
picasso,1,Os Derradeiros Moicanos
rimbaudelaire,1,Os Derradeiros Moicanos
canibales,1,Os Derradeiros Moicanos
tropicales,1,Os Derradeiros Moicanos
parade,1,Os Derradeiros Moicanos
autour,1,Os Derradeiros Moicanos
tour,1,"Os Derradeiros Moicanos, Retórica Sentimental"
eiffel,1,Os Derradeiros Moicanos
mon,1,"Aguapé, Cuidar do Homem, Lira dos Vinte Anos, Ondas Tropicais, Os Derradeiros Moicanos, Todo Sujo de Batom"
ile,1,"Brasileiramente Linda, Corpos Terrestres, Extra Cool, Galos, Noites e Quintais, Meu Cordial Brasileiro, Os Derradeiros Moicanos, Populus, Retórica Sentimental, Rock Romance de Um Robô Goliardo, Sujeito de Sorte, Tudo Outra Vez"
tabaco,2,"Os Derradeiros Moicanos, Retórica Sentimental"
pour,1,Os Derradeiros Moicanos
messieur,1,Os Derradeiros Moicanos
colonel,1,Os Derradeiros Moicanos
domingos,1,Os Derradeiros Moicanos
sivuca,1,Os Derradeiros Moicanos
gonzaga,1,Os Derradeiros Moicanos
acordeón,1,Os Derradeiros Moicanos
clochards,1,Os Derradeiros Moicanos
brilhe,1,Os Derradeiros Moicanos
belga,1,Os Derradeiros Moicanos
jacques,1,Os Derradeiros Moicanos
brel,1,Os Derradeiros Moicanos
tous,1,Os Derradeiros Moicanos
voix,1,Os Derradeiros Moicanos
l'afrique,1,Os Derradeiros Moicanos
tipo,1,"E Que Tudo Mais Vá Para o Céu, Os Profissionais"
afoito,1,Os Profissionais
1-9-6-8,1,Os Profissionais
correu,1,Os Profissionais
toma,1,"Beijo Molhado, Cuidar do Homem, Lamento do Marginal Bem Sucedido, Os Profissionais, Rock Romance de Um Robô Goliardo"
aspirina,1,Os Profissionais
flower,1,Os Profissionais
power,1,Os Profissionais
conquista,1,Os Profissionais
eis,1,"Amor e Crime, Arte Final, Baihuno, Divina Comédia Humana, Jornal Blues (Canção Leve de Escárnio e Maldizer), No Maior Jazz, Os Profissionais, Pequeno Perfil de Um Cidadão Comum, Quinhentos Anos de Quê?, Rock Romance de Um Robô Goliardo, S.A."
florista,1,Os Profissionais
cobrou,1,Os Profissionais
sumiu,1,Os Profissionais
amadores,1,Os Profissionais
seguir-te,1,Os Profissionais
aonde,1,Os Profissionais
ex-sonhadores,1,Os Profissionais
pariu,1,Os Profissionais
l'age,1,Os Profissionais
d'or,1,Os Profissionais
jeunesse,1,Os Profissionais
rimbaud,1,"Os Derradeiros Moicanos, Os Profissionais"
par,1,"Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Bossa Em Palavrões, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Clamor No Deserto, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, De Primeira Grandeza, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Espacial, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Humano Hum, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lamento do Marginal Bem Sucedido, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mucuripe, Na Hora do Almoço, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Quinhentos Anos de Quê?, Recitanda, Rock Romance de Um Robô Goliardo, Se Você Tivesse Aparecido, Senhoras do Amazonas, Tudo Outra Vez, Voz da América, Ypê"
delicatesse,1,Os Profissionais
j'ai,1,Os Profissionais
perdu,1,Os Profissionais
enche,1,Os Profissionais
saco,1,"Os Profissionais, Rock Romance de Um Robô Goliardo, S.A."
servil,1,Os Profissionais
vencemos,1,Os Profissionais
oprime,1,Os Profissionais
pastores,1,Os Profissionais
algoz,1,Os Profissionais
vidinha,1,Os Profissionais
pilha,2,"Os Profissionais, Princesa do Meu Lugar"
yuppies,1,Os Profissionais
sabor,1,Os Profissionais
baunilha,1,Os Profissionais
berrava,1,Os Profissionais
perdi,1,"Amor de Perdição, Elegia Obscena, Os Profissionais, Retórica Sentimental"
pique,1,"Os Derradeiros Moicanos, Os Profissionais"
piquenique,1,Os Profissionais
basta,1,"Amor e Crime, Os Profissionais, Voz da América"
butique,1,Os Profissionais
chiques,1,Os Profissionais
dream,2,Os Profissionais
guerrilla,1,Os Profissionais
latin,1,"Apenas Um Rapaz Latino Americano, Arte Final, Caso Comum de Trânsito, Extra Cool, Os Profissionais, Ploft, Voz da América"
lover,1,Os Profissionais
mire-se,1,Os Profissionais
dólar,1,"No Maior Jazz, Os Profissionais"
esplim,1,Os Profissionais
susexo,1,Os Profissionais
vim,3,"Alucinação, Os Profissionais, Senhoras do Amazonas"
banda,1,"Onde Jazz Meu Coração?, Os Profissionais"
podes,1,Os Profissionais
crer,1,Os Profissionais
revirando,1,Paraíso
suspirando,1,Paraíso
falsete,1,Paraíso
fecho,1,Paraíso
éclair,1,Paraíso
rasga,1,Paraíso
roupa,2,"Bel Prazer, Conheço o Meu Lugar, Paraíso, Rock Romance de Um Robô Goliardo"
febre,1,Paraíso
arrepiar,1,Paraíso
terceiro,3,"Paraíso, Populus, Tambor Tantã"
quarto,2,"Paraíso, Voz da América"
topo,1,Paraíso
perco,3,"Paraíso, Paraíso (1982), Recitanda"
juízo,3,"Paraíso, Paraíso (1982), Recitanda"
responsabilizo,1,Paraíso
resolvida,1,Paraíso
ciúme,1,Paraíso
encharca,1,Paraíso
perfume,1,Paraíso
tenta,1,"Clamor No Deserto, Conheço o Meu Lugar, Jornal Blues (Canção Leve de Escárnio e Maldizer), Nada Como Viver, Paraíso, Voz da América"
matar,1,"Paraíso, Quinhentos Anos de Quê?"
decorando,1,Paraíso
osso,1,"Amor de Perdição, Apenas Um Rapaz Latino Americano, Caso Comum de Trânsito, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Cuidar do Homem, Kitsch Metropolitanus, Meu Cordial Brasileiro, Monólogo das Grandezas do Brasil, Os Derradeiros Moicanos, Paraíso, Pequeno Perfil de Um Cidadão Comum, Quinhentos Anos de Quê?, Senhoras do Amazonas, Sujeito de Sorte"
marcas,1,Paraíso
pescoço,1,Paraíso
levitar,1,Paraíso
tens,3,"Paraíso, Paralelas"
lindo,1,Paraíso
infinita,1,"Objeto Direto, Paraíso"
tocou,1,Paraíso
graças,3,"Paraíso (1982), Recitanda, Tambor Tantã"
maneira,1,Paraíso (1982)
dance,3,"Arte Final, Os Profissionais, Paraíso (1982), Princesa do Meu Lugar, Voz da América"
venha,1,Paraíso (1982)
exterior,1,Paraíso (1982)
vizinha,1,Paraíso (1982)
trevo,1,Paralelas
ó,1,"Alucinação, Amor de Perdição, Amor e Crime, Arte Final, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Canção de Gesta de Um Trovador Eletrônico, Carisma, Clamor No Deserto, Como Nossos Pais, Conheço o Meu Lugar, Cuidar do Homem, Dandy, De Primeira Grandeza, E Que Tudo Mais Vá Para o Céu, Extra Cool, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, Lamento do Marginal Bem Sucedido, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mucuripe, Na Hora do Almoço, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Num País Feliz, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paraíso (1982), Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Senhoras do Amazonas, Sensual, Tocando Por Música, Tudo Outra Vez, Voz da América, Ypê"
carinhos,1,Paralelas
motor,1,Paralelas
escritório,1,Paralelas
rico,1,Paralelas
multiplico,1,Paralelas
diminui,1,Paralelas
mercúrio,2,"Paralelas, Rock Romance de Um Robô Goliardo"
praças,2,"Paralelas, Tudo Outra Vez"
viadutos,1,Paralelas
lembras,1,Paralelas
corcovado,1,Paralelas
perversa,1,Paralelas
entende,1,"Na Hora do Almoço, Paralelas"
paralelas,1,Paralelas
pneus,1,Paralelas
n'água,1,Paralelas
ruas,1,Paralelas
estradas,1,Paralelas
nuas,1,Paralelas
foges,1,Paralelas
apartamento,1,Paralelas
abro,1,Paralelas
vidraça,1,Paralelas
precise,1,Pequeno Mapa do Tempo
abrir,2,"Pequeno Mapa do Tempo, Voz da América"
apertar,1,Pequeno Mapa do Tempo
botão,1,Pequeno Mapa do Tempo
placa,1,Pequeno Mapa do Tempo
torta,1,Pequeno Mapa do Tempo
indicando,1,Pequeno Mapa do Tempo
contramão,1,Pequeno Mapa do Tempo
ponta,1,"Conheço o Meu Lugar, Fotografia 3X4, Pequeno Mapa do Tempo"
corta,1,"Bossa Em Palavrões, Pequeno Mapa do Tempo"
fantasma,2,"Pequeno Mapa do Tempo, Viva La Dolcezza"
escondido,1,Pequeno Mapa do Tempo
horizonte,1,Pequeno Mapa do Tempo
gerais,1,Pequeno Mapa do Tempo
natal,1,Pequeno Mapa do Tempo
goiânia,1,Pequeno Mapa do Tempo
goiás,1,Pequeno Mapa do Tempo
bahia,1,Pequeno Mapa do Tempo
belém,2,Pequeno Mapa do Tempo
pará,2,"Pequeno Mapa do Tempo, Senhoras do Amazonas"
c,1,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Até Amanhã, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Brotinho de Bambu, Canção de Gesta de Um Trovador Eletrônico, Carisma, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Dandy, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Espacial, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Humano Hum, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Medo de Avião, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mote e Glosa, Mucuripe, Na Hora do Almoço, Nada Como Viver, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Num País Feliz, Objeto Direto, Ondas Tropicais, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Sensual, Sujeito de Sorte, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Viva La Dolcezza, Voz da América, Ypê"
porto,1,"Arte Final, Pequeno Mapa do Tempo"
recife,1,Pequeno Mapa do Tempo
paraíba,1,Pequeno Mapa do Tempo
paranapá,1,Pequeno Mapa do Tempo
ceará,1,Pequeno Mapa do Tempo
piauí,2,Pequeno Mapa do Tempo
manda,1,"Baihuno, E Que Tudo Mais Vá Para o Céu, Lira dos Vinte Anos, Meu Cordial Brasileiro, Mucuripe, Pequeno Mapa do Tempo"
maninha,1,Pequeno Mapa do Tempo
falava,1,"Bossa Em Palavrões, Pequeno Perfil de Um Cidadão Comum"
ria,1,"Alucinação, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Até Amanhã, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Bel Prazer, Bossa Em Palavrões, Brotinho de Bambu, Canção de Gesta de Um Trovador Eletrônico, Clamor No Deserto, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Dandy, De Primeira Grandeza, Do Mar, do Céu, do Campo, Elegia Obscena, Em Resposta à Carta de Fã, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Monólogo das Grandezas do Brasil, Nada Como Viver, Não Leve Flores, Notícia de Terra Civilizada, Ondas Tropicais, Os Derradeiros Moicanos, Os Profissionais, Paraíso (1982), Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Viva La Dolcezza, Voz da América, Ypê"
vivia,1,Pequeno Perfil de Um Cidadão Comum
acordava,1,Pequeno Perfil de Um Cidadão Comum
passarinho,2,"Pequeno Perfil de Um Cidadão Comum, Princesa do Meu Lugar"
urbano,2,"Pequeno Perfil de Um Cidadão Comum, Rock Romance de Um Robô Goliardo"
embarcava,1,Pequeno Perfil de Um Cidadão Comum
metrô,1,Pequeno Perfil de Um Cidadão Comum
metropolitano,1,Pequeno Perfil de Um Cidadão Comum
engano,1,"Amor e Crime, Pequeno Perfil de Um Cidadão Comum"
caminha,1,"Apenas Um Rapaz Latino Americano, Brincando Com a Vida, Pequeno Perfil de Um Cidadão Comum"
missão,1,Pequeno Perfil de Um Cidadão Comum
cumprida,1,Pequeno Perfil de Um Cidadão Comum
acreditava,1,Pequeno Perfil de Um Cidadão Comum
invisíveis,1,Pequeno Perfil de Um Cidadão Comum
infalíveis,1,Pequeno Perfil de Um Cidadão Comum
tendo,1,"Jornal Blues (Canção Leve de Escárnio e Maldizer), Pequeno Perfil de Um Cidadão Comum"
impossíveis,1,Pequeno Perfil de Um Cidadão Comum
junto,1,"La Vida Es Sueño, Pequeno Perfil de Um Cidadão Comum, Quinhentos Anos de Quê?"
carregou,1,Pequeno Perfil de Um Cidadão Comum
pacote,1,Pequeno Perfil de Um Cidadão Comum
manto,1,Pequeno Perfil de Um Cidadão Comum
sentado,4,"Ploft, Tudo Outra Vez, Ypê"
mapa,1,Ploft
olividado,1,Ploft
reyes,1,Ploft
del,1,"Alucinação, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Brincando Com a Vida, Brotinho de Bambu, Caso Comum de Trânsito, Clamor No Deserto, Como Nossos Pais, Divina Comédia Humana, Elegia Obscena, Em Resposta à Carta de Fã, Lamento do Marginal Bem Sucedido, Mucuripe, Notícia de Terra Civilizada, Os Derradeiros Moicanos, Os Profissionais, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Quinhentos Anos de Quê?, Rock Romance de Um Robô Goliardo, Tambor Tantã"
siglo,1,Ploft
luce,1,Ploft
mira,1,Ploft
atlântico,1,Ploft
américas,1,Ploft
áfricas,1,Ploft
daqueloutro,1,Ploft
venas,1,Ploft
abiertas,1,Ploft
poetas,2,"Ploft, Senhoras do Amazonas"
primatas,1,Ploft
abraçam,1,Ploft
sensualidade,2,Ploft
democracia,1,Ploft
felizcidade,1,
liberdade,2,Ploft
radioatividade,1,Ploft
louçania,2,Ploft
alquimia,2,Ploft
pudesse,2,"Ploft, Rock Romance de Um Robô Goliardo"
dançaria,1,Ploft
